From Point,To Point,Distance (km),Fare (BDT),,,,,,,,,,,,,,,
Shimultola,Dhour,,10,,,,,,,,,,,,,,,
Shimultola,Fantasy Kingdom,,10,,,,,,,,,,,,,,,
Shimultola,House Building,,10,,,,,,,,,,,,,,,
Shimultola,Jamgora,,10,,,,,,,,,,,,,,,
Shimultola,Jamuna Future Park,,10,,,,,,,,,,,,,,,
Shimultola,Kamarpara,,10,,,,,,,,,,,,,,,
Shimultola,Kamrangirchar Beribadh,,10,,,,,,,,,,,,,,,
Shimultola,Khilkhet,,10,,,,,,,,,,,,,,,
Shimultola,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
Shimultola,Merul Badda,,10,,,,,,,,,,,,,,,
Shimultola,Nabinagar,,10,,,,,,,,,,,,,,,
Shimultola,Nadda,,10,,,,,,,,,,,,,,,
Shimultola,Notun Bazar,,10,,,,,,,,,,,,,,,
Shimultola,Palli Bidyut,,10,,,,,,,,,,,,,,,
Shimultola,Rajlakshmi,,10,,,,,,,,,,,,,,,
Shimultola,Rampura Bridge,,10,,,,,,,,,,,,,,,
Shimultola,Savar Cantonment,,10,,,,,,,,,,,,,,,
Shimultola,Shahjadpur,,10,,,,,,,,,,,,,,,
Shimultola,Uttara Jashimuddin,,10,,,,,,,,,,,,,,,
Shimultola,Zirabo,,10,,,,,,,,,,,,,,,
Shishu Mela,Abdullahpur,18.8,46,,,,,,,,,,,,,,,
Shishu Mela,Agargaon,1.3,10,,,,,,,,,,,,,,,
Shishu Mela,Airport,15.3,37,,,,,,,,,,,,,,,
Shishu Mela,Ashulia,26.4,65,,,,,,,,,,,,,,,
Shishu Mela,Azimpur,8,20,,,,,,,,,,,,,,,
Shishu Mela,Banani,7.8,19,,,,,,,,,,,,,,,
Shishu Mela,College Gate,0.5,10,,,,,,,,,,,,,,,
Shishu Mela,Dhour,23.2,57,,,,,,,,,,,,,,,
Shishu Mela,Manik Mia Avenue,1.9,10,,,,,,,,,,,,,,,
Shishu Mela,Mohakhali,6,15,,,,,,,,,,,,,,,
Shishu Mela,Nabinagar,38,93,,,,,,,,,,,,,,,
Shishu Mela,New Market,4.3,11,,,,,,,,,,,,,,,
Shishu Mela,Shukrabad,2.1,10,,,,,,,,,,,,,,,
Shishu Mela,Uttara Jashimuddin,17.5,43,,,,,,,,,,,,,,,
Shiyal Bari,Ansar Camp,,10,,,,,,,,,,,,,,,
Shiyal Bari,Asad Gate,,10,,,,,,,,,,,,,,,
Shiyal Bari,Azimpur,,10,,,,,,,,,,,,,,,
Shiyal Bari,City College,,10,,,,,,,,,,,,,,,
Shiyal Bari,College Gate,,10,,,,,,,,,,,,,,,
Shiyal Bari,Dhanmondi 27,,10,,,,,,,,,,,,,,,
Shiyal Bari,Dhanmondi 32,,10,,,,,,,,,,,,,,,
Shiyal Bari,Duaripara,,10,,,,,,,,,,,,,,,
Shiyal Bari,Kalabagan,,10,,,,,,,,,,,,,,,
Shiyal Bari,Kallyanpur,,10,,,,,,,,,,,,,,,
Shiyal Bari,Mirpur 1,,10,,,,,,,,,,,,,,,
Shiyal Bari,Mirpur 2,,10,,,,,,,,,,,,,,,
Shiyal Bari,Mirpur Rupnagar,,10,,,,,,,,,,,,,,,
Shiyal Bari,New Market,,10,,,,,,,,,,,,,,,
Shiyal Bari,Nilkhet,,10,,,,,,,,,,,,,,,
Shiyal Bari,Proshika Moor,,10,,,,,,,,,,,,,,,
Shiyal Bari,Shishu Mela,,10,,,,,,,,,,,,,,,
Shiyal Bari,Shukrabad,,10,,,,,,,,,,,,,,,
Shiyal Bari,Shyamoli,,10,,,,,,,,,,,,,,,
Shiyal Bari,Technical,,10,,,,,,,,,,,,,,,
Shonbari Sreenagar,Amin Bazar,44.5,109,,,,,,,,,,,,,,,
Shonbari Sreenagar,Asad Gate,38.5,94,,,,,,,,,,,,,,,
Shonbari Sreenagar,Azimpur,34.7,85,,,,,,,,,,,,,,,
Shonbari Sreenagar,Baipail,68.6,168,,,,,,,,,,,,,,,
Shonbari Sreenagar,Bakshi Bazar,33.4,82,,,,,,,,,,,,,,,
Shonbari Sreenagar,Chandra,80.3,197,,,,,,,,,,,,,,,
Shonbari Sreenagar,Chankhar Pul,32.7,80,,,,,,,,,,,,,,,
Shonbari Sreenagar,City College,36.2,89,,,,,,,,,,,,,,,
Shonbari Sreenagar,College Gate,39.5,97,,,,,,,,,,,,,,,
Shonbari Sreenagar,Darussalam,41.7,102,,,,,,,,,,,,,,,
Shonbari Sreenagar,Dhanmondi 27,38.1,93,,,,,,,,,,,,,,,
Shonbari Sreenagar,Dhanmondi 32,37.5,92,,,,,,,,,,,,,,,
Shonbari Sreenagar,Dholairpar,27.8,68,,,,,,,,,,,,,,,
Shonbari Sreenagar,Gabtoli,43,105,,,,,,,,,,,,,,,
Shonbari Sreenagar,Gulistan,31.2,76,,,,,,,,,,,,,,,
Shonbari Sreenagar,Hasnabad,24.8,61,,,,,,,,,,,,,,,
Shonbari Sreenagar,Hemayetpur,50.6,124,,,,,,,,,,,,,,,
Shonbari Sreenagar,Jatrabari,28.5,70,,,,,,,,,,,,,,,
Shonbari Sreenagar,Jurain,26.8,66,,,,,,,,,,,,,,,
Shonbari Sreenagar,Kalabagan,37.1,91,,,,,,,,,,,,,,,
Shonbari Sreenagar,Kallyanpur,41,100,,,,,,,,,,,,,,,
Shonbari Sreenagar,Kuchimura,13.5,33,,,,,,,,,,,,,,,
Shonbari Sreenagar,Nandan Park,79.7,195,,,,,,,,,,,,,,,
Shonbari Sreenagar,New Market,35.5,87,,,,,,,,,,,,,,,
Shonbari Sreenagar,Nilkhet,35.3,86,,,,,,,,,,,,,,,
Shonbari Sreenagar,Nimtola,11.3,28,,,,,,,,,,,,,,,
Shonbari Sreenagar,Postogola,26.6,65,,,,,,,,,,,,,,,
Shonbari Sreenagar,Rajendrapur,20.5,50,,,,,,,,,,,,,,,
Shonbari Sreenagar,Savar,56.4,138,,,,,,,,,,,,,,,
Shonbari Sreenagar,Sayedabad,29.5,72,,,,,,,,,,,,,,,
Shonbari Sreenagar,Shishu Mela,40.2,98,,,,,,,,,,,,,,,
Shonbari Sreenagar,Shyamoli,40.4,99,,,,,,,,,,,,,,,
Shonbari Sreenagar,Technical,42,103,,,,,,,,,,,,,,,
Shonbari Sreenagar,Zirani Bazar,75,184,,,,,,,,,,,,,,,
Showari Ghat,Babubazar,1,10,,,,,,,,,,,,,,,
Showari Ghat,Gabtoli,,10,,,,,,,,,,,,,,,
Showari Ghat,Hazaribag,5,12,,,,,,,,,,,,,,,
Showari Ghat,Kamrangirchar Beribadh,,10,,,,,,,,,,,,,,,
Showari Ghat,Rayer Bazar,,10,,,,,,,,,,,,,,,
Showari Ghat,Sikder Medical College,6,15,,,,,,,,,,,,,,,
Shukrabad,Azimpur,3.4,10,,,,,,,,,,,,,,,
Shukrabad,Bangladesh Bank,7,17,,,,,,,,,,,,,,,
Shukrabad,Bashabo,11.5,28,,,,,,,,,,,,,,,
Shukrabad,Chankhar Pul,4.6,11,,,,,,,,,,,,,,,
Shukrabad,Dhakeshwari Mandir,4,10,,,,,,,,,,,,,,,
Shukrabad,Gulistan,5.7,14,,,,,,,,,,,,,,,
Shukrabad,Jatrabari,10.8,26,,,,,,,,,,,,,,,
Shukrabad,Kalabagan,0.6,10,,,,,,,,,,,,,,,
Shukrabad,Kamalapur,8.7,21,,,,,,,,,,,,,,,
Shukrabad,Katabon,2.5,10,,,,,,,,,,,,,,,
Shukrabad,Khilgaon Railgate,13.9,34,,,,,,,,,,,,,,,
Shukrabad,Khilgaon Taltola,16.3,40,,,,,,,,,,,,,,,
Shukrabad,New Market,2.2,10,,,,,,,,,,,,,,,
Shukrabad,Press Club,4.7,12,,,,,,,,,,,,,,,
Shukrabad,Science Lab,1.6,10,,,,,,,,,,,,,,,
Shukrabad,Shahbag,2.9,10,,,,,,,,,,,,,,,
Shukrabad,Shanir Akhra,10.6,26,,,,,,,,,,,,,,,
Shukrabad,Shapla Chottor,7.7,19,,,,,,,,,,,,,,,
Shukrabad,Sign Board,14.3,35,,,,,,,,,,,,,,,
Shurganj,Bagmara,0.4,10,,,,,,,,,,,,,,,
Shurganj,Bandura,7.2,18,,,,,,,,,,,,,,,
Shurganj,Baruakhali,13,32,,,,,,,,,,,,,,,
Shurganj,Khasiakhali Beribadh,17.7,43,,,,,,,,,,,,,,,
Shurganj,Majhir Kanda,4.6,11,,,,,,,,,,,,,,,
Shurganj,Nawabganj,1.3,10,,,,,,,,,,,,,,,
Shyaltoli,Fakirapul,20.3,50,,,,,,,,,,,,,,,
Shyaltoli,Kakoli,11.8,29,,,,,,,,,,,,,,,
Shyaltoli,Kakrail,19.3,47,,,,,,,,,,,,,,,
Shyaltoli,Kalshi Moor,6.3,15,,,,,,,,,,,,,,,
Shyaltoli,Kamalapur Peer Janghi Mazar,21.3,52,,,,,,,,,,,,,,,
Shyaltoli,Malibagh,18.3,45,,,,,,,,,,,,,,,
Shyaltoli,Md. Zillur Rahman Flyover,9.8,24,,,,,,,,,,,,,,,
Shyaltoli,Mirpur 10,2,10,,,,,,,,,,,,,,,
Shyaltoli,Mogbazar,17.3,42,,,,,,,,,,,,,,,
Shyaltoli,Mohakhali,13.6,33,,,,,,,,,,,,,,,
Shyaltoli,Purobi,3,10,,,,,,,,,,,,,,,
Shyaltoli,Satrasta,15.8,39,,,,,,,,,,,,,,,
Shyamoli,Abdullahpur,22.3,55,,,,,,,,,,,,,,,
Shyamoli,Agargaon,2.6,10,,,,,,,,,,,,,,,
Shyamoli,Airport,15.8,39,,,,,,,,,,,,,,,
Shyamoli,Amin Bazar,3.5,10,,,,,,,,,,,,,,,
Shyamoli,Asad Gate,1.9,10,,,,,,,,,,,,,,,
Shyamoli,Ashulia,26.9,66,,,,,,,,,,,,,,,
Shyamoli,Azimpur,7.4,18,,,,,,,,,,,,,,,
Shyamoli,Babubazar Bridge,11.5,28,,,,,,,,,,,,,,,
Shyamoli,Banani,8.3,20,,,,,,,,,,,,,,,
Shyamoli,Bangla Motor,5.2,13,,,,,,,,,,,,,,,
Shyamoli,Bangladesh Bank,9.6,24,,,,,,,,,,,,,,,
Shyamoli,Baniajuri,60.8,149,,,,,,,,,,,,,,,
Shyamoli,Bashabo,13.5,33,,,,,,,,,,,,,,,
Shyamoli,Borongail,66.8,164,,,,,,,,,,,,,,,
Shyamoli,Bosila Bridge,3.2,10,,,,,,,,,,,,,,,
Shyamoli,Chun Kutia,12.6,31,,,,,,,,,,,,,,,
Shyamoli,College Gate,0.9,10,,,,,,,,,,,,,,,
Shyamoli,Dayaganj,11.1,27,,,,,,,,,,,,,,,
Shyamoli,Dhanmondi,0.5,10,,,,,,,,,,,,,,,
Shyamoli,Dhour,23.7,58,,,,,,,,,,,,,,,
Shyamoli,Fakirapul,8.5,21,,,,,,,,,,,,,,,
Shyamoli,Farmgate,3.9,10,,,,,,,,,,,,,,,
Shyamoli,GPO,9.4,23,,,,,,,,,,,,,,,
Shyamoli,Gabtoli,2.7,10,,,,,,,,,,,,,,,
Shyamoli,Ghatar Char,6,15,,,,,,,,,,,,,,,
Shyamoli,Gulistan,8.7,21,,,,,,,,,,,,,,,
Shyamoli,Hanif Flyover,8.5,21,,,,,,,,,,,,,,,
Shyamoli,Islampur,28.3,69,,,,,,,,,,,,,,,
Shyamoli,Ittefaq Moor,11.8,29,,,,,,,,,,,,,,,
Shyamoli,Jatrabari,14.5,36,,,,,,,,,,,,,,,
Shyamoli,Jigatola,1,10,,,,,,,,,,,,,,,
Shyamoli,Kakoli,8.3,20,,,,,,,,,,,,,,,
Shyamoli,Kakrail,7.3,18,,,,,,,,,,,,,,,
Shyamoli,Kalabagan,2.7,10,,,,,,,,,,,,,,,
Shyamoli,Kalampur,35.8,88,,,,,,,,,,,,,,,
Shyamoli,Kallyanpur,0.33,10,,,,,,,,,,,,,,,
Shyamoli,Kalshi,10.2,25,,,,,,,,,,,,,,,
Shyamoli,Kamalapur,9.9,24,,,,,,,,,,,,,,,
Shyamoli,Kamarpara,24.4,60,,,,,,,,,,,,,,,
Shyamoli,Kanchpur Bridge,21,51,,,,,,,,,,,,,,,
Shyamoli,Katabon,5.4,13,,,,,,,,,,,,,,,
Shyamoli,Kawran Bazar,4.6,11,,,,,,,,,,,,,,,
Shyamoli,Keraniganj New Jail,15.6,38,,,,,,,,,,,,,,,
Shyamoli,Khilgaon Railgate,15.9,39,,,,,,,,,,,,,,,
Shyamoli,Khilgaon Taltola,18.3,45,,,,,,,,,,,,,,,
Shyamoli,Kurmitola General Hospital,12.3,30,,,,,,,,,,,,,,,
Shyamoli,Madanpur,24,59,,,,,,,,,,,,,,,
Shyamoli,Manikganj,53.7,132,,,,,,,,,,,,,,,
Shyamoli,Matsya Bhaban,7,17,,,,,,,,,,,,,,,
Shyamoli,Mirpur 1,3.7,10,,,,,,,,,,,,,,,
Shyamoli,Mirpur 10,5.5,13,,,,,,,,,,,,,,,
Shyamoli,Mirpur 11,6.5,16,,,,,,,,,,,,,,,
Shyamoli,Mirpur 12,8.3,20,,,,,,,,,,,,,,,
Shyamoli,Mirpur 2,5,12,,,,,,,,,,,,,,,
Shyamoli,Mohakhali,6.5,16,,,,,,,,,,,,,,,
Shyamoli,Mohamamdpur Bus Stand,1.7,10,,,,,,,,,,,,,,,
Shyamoli,Motijheel,11.2,27,,,,,,,,,,,,,,,
Shyamoli,Nabinagar,25,61,,,,,,,,,,,,,,,
Shyamoli,New Market,6,15,,,,,,,,,,,,,,,
Shyamoli,Nilkhet,6.2,15,,,,,,,,,,,,,,,
Shyamoli,Paltan,8,20,,,,,,,,,,,,,,,
Shyamoli,Paturia,81,198,,,,,,,,,,,,,,,
Shyamoli,Fulbaria,8.8,22,,,,,,,,,,,,,,,
Shyamoli,Postogola,13.4,33,,,,,,,,,,,,,,,
Shyamoli,Press Club,7.6,19,,,,,,,,,,,,,,,
Shyamoli,Purobi,7,17,,,,,,,,,,,,,,,
Shyamoli,Rayerbag,14,34,,,,,,,,,,,,,,,
Shyamoli,Russel Square,4,10,,,,,,,,,,,,,,,
Shyamoli,Sadarghat Victoria Park,10.6,26,,,,,,,,,,,,,,,
Shyamoli,Savar,16.7,41,,,,,,,,,,,,,,,
Shyamoli,Sayedabad,13.5,33,,,,,,,,,,,,,,,
Shyamoli,Science Lab,4.5,11,,,,,,,,,,,,,,,
Shyamoli,Shahbag,6,15,,,,,,,,,,,,,,,
Shyamoli,Shanir Akhra,16.1,39,,,,,,,,,,,,,,,
Shyamoli,Shankar,4,10,,,,,,,,,,,,,,,
Shyamoli,Shapla Chottor,9.7,24,,,,,,,,,,,,,,,
Shyamoli,Shewra Bazar,14.6,36,,,,,,,,,,,,,,,
Shyamoli,Shishu Mela,0.5,10,,,,,,,,,,,,,,,
Shyamoli,Shukrabad,2.9,10,,,,,,,,,,,,,,,
Shyamoli,Sign Board,19.5,48,,,,,,,,,,,,,,,
Shyamoli,Sonargaon,33.1,81,,,,,,,,,,,,,,,
Shyamoli,Stadium,8.7,21,,,,,,,,,,,,,,,
Shyamoli,TT Para,10.9,27,,,,,,,,,,,,,,,
Shyamoli,Tati Bazar,10.3,25,,,,,,,,,,,,,,,
Shyamoli,Technical,1.25,10,,,,,,,,,,,,,,,
Shyamoli,Tikatuli,12.3,30,,,,,,,,,,,,,,,
Shyamoli,Utholi,73.4,180,,,,,,,,,,,,,,,
Shyamoli,Uttara Jashimuddin,18,44,,,,,,,,,,,,,,,
Ring Road,Abdullahpur,22.5,55,,,,,,,,,,,,,,,
Ring Road,Adabor,,10,,,,,,,,,,,,,,,
Ring Road,Agargaon,2.6,10,,,,,,,,,,,,,,,
Ring Road,Airport,18.8,46,,,,,,,,,,,,,,,
Ring Road,Azampur,,10,,,,,,,,,,,,,,,
Ring Road,Banani,,10,,,,,,,,,,,,,,,
Ring Road,Bijoy Sarani,,10,,,,,,,,,,,,,,,
Ring Road,Chairman Bari,,10,,,,,,,,,,,,,,,
Ring Road,Dhour,28,69,,,,,,,,,,,,,,,
Ring Road,ECB Square,12.1,30,,,,,,,,,,,,,,,
Ring Road,House Building,,10,,,,,,,,,,,,,,,
Ring Road,Jahangir Gate,5.7,14,,,,,,,,,,,,,,,
Ring Road,Japan Garden City,,10,,,,,,,,,,,,,,,
Ring Road,Kakoli,,10,,,,,,,,,,,,,,,
Ring Road,Kalshi,10.3,25,,,,,,,,,,,,,,,
Ring Road,Kazipara,,10,,,,,,,,,,,,,,,
Ring Road,Khilkhet,,10,,,,,,,,,,,,,,,
Ring Road,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
Ring Road,MES,,10,,,,,,,,,,,,,,,
Ring Road,Mirpur 10,5.6,14,,,,,,,,,,,,,,,
Ring Road,Mirpur 11,,10,,,,,,,,,,,,,,,
Ring Road,Mohakhali,6.5,16,,,,,,,,,,,,,,,
Ring Road,Mohammadpur Shia Mosque,1.5,10,,,,,,,,,,,,,,,
Ring Road,Old Airport,,10,,,,,,,,,,,,,,,
Ring Road,Pallabi,,10,,,,,,,,,,,,,,,
Ring Road,Purobi,,10,,,,,,,,,,,,,,,
Ring Road,Rajlakshmi,,10,,,,,,,,,,,,,,,
Ring Road,Sainik Club,,10,,,,,,,,,,,,,,,
Ring Road,Shewrapara,,10,,,,,,,,,,,,,,,
Ring Road,Shewrapara,3.7,10,,,,,,,,,,,,,,,
Ring Road,Shishu Mela,,10,,,,,,,,,,,,,,,
Ring Road,Shyamoli,,10,,,,,,,,,,,,,,,
Ring Road,Staff Road,,10,,,,,,,,,,,,,,,
Ring Road,Taltola,,10,,,,,,,,,,,,,,,
Ring Road,Uttara,,10,,,,,,,,,,,,,,,
Ring Road,Zia Uddyan,3.9,10,,,,,,,,,,,,,,,
Sign Board,Abdullahpur,27.5,67,,,,,,,,,,,,,,,
Sign Board,Airport,23.8,58,,,,,,,,,,,,,,,
Sign Board,Asad Gate,15.4,38,,,,,,,,,,,,,,,
Sign Board,Badda,15.3,37,,,,,,,,,,,,,,,
Sign Board,Banani,18.8,46,,,,,,,,,,,,,,,
Sign Board,Bangla Motor,12.1,30,,,,,,,,,,,,,,,
Sign Board,Bashabo,9.4,23,,,,,,,,,,,,,,,
Sign Board,Bijoy Nagar,9.5,23,,,,,,,,,,,,,,,
Sign Board,Chasara Bus Stand,7.9,19,,,,,,,,,,,,,,,
Sign Board,Dhour,33,81,,,,,,,,,,,,,,,
Sign Board,Fantasy Kingdom,46.3,113,,,,,,,,,,,,,,,
Sign Board,Farmgate,13.4,33,,,,,,,,,,,,,,,
Sign Board,Gabtoli,19.8,49,,,,,,,,,,,,,,,
Sign Board,Gulistan,8.6,21,,,,,,,,,,,,,,,
Sign Board,House Building,30.5,75,,,,,,,,,,,,,,,
Sign Board,Jatrabari,5,12,,,,,,,,,,,,,,,
Sign Board,Kakrail,10.3,25,,,,,,,,,,,,,,,
Sign Board,Kallyanpur,20.8,51,,,,,,,,,,,,,,,
Sign Board,Kamarpara,29.7,73,,,,,,,,,,,,,,,
Sign Board,Kanchpur Bridge,4,10,,,,,,,,,,,,,,,
Sign Board,Khilgaon Flyover,9.3,23,,,,,,,,,,,,,,,
Sign Board,Khilkhet,21,51,,,,,,,,,,,,,,,
Sign Board,Kuril Bishwaroad,20,49,,,,,,,,,,,,,,,
Sign Board,Malibagh,11.1,27,,,,,,,,,,,,,,,
Sign Board,Maniknagar,7.4,18,,,,,,,,,,,,,,,
Sign Board,Mogbazar,13.3,33,,,,,,,,,,,,,,,
Sign Board,Mohakhali,16.8,41,,,,,,,,,,,,,,,
Sign Board,Mouchak,11.4,28,,,,,,,,,,,,,,,
Sign Board,Mugda,8.3,20,,,,,,,,,,,,,,,
Sign Board,Nabinagar,45.5,111,,,,,,,,,,,,,,,
Sign Board,Narayanganj,9.7,24,,,,,,,,,,,,,,,
Sign Board,Narayanganj Chashara,8.7,21,,,,,,,,,,,,,,,
Sign Board,Notun Bazar,17.4,43,,,,,,,,,,,,,,,
Sign Board,Paltan,9.3,23,,,,,,,,,,,,,,,
Sign Board,Rajarbag,11.3,28,,,,,,,,,,,,,,,
Sign Board,Rampura,13.5,33,,,,,,,,,,,,,,,
Sign Board,Satrasta,13.7,34,,,,,,,,,,,,,,,
Sign Board,Savar,36.8,90,,,,,,,,,,,,,,,
Sign Board,Sayedabad,6,15,,,,,,,,,,,,,,,
Sign Board,Shewra,22.1,54,,,,,,,,,,,,,,,
Signal,Adamjee School,3.1,10,,,,,,,,,,,,,,,
Signal,Balughat,1.6,10,,,,,,,,,,,,,,,
Signal,Bangla Motor,8.6,21,,,,,,,,,,,,,,,
Signal,Bijoy Sarani,6.4,16,,,,,,,,,,,,,,,
Signal,CMH,0.7,10,,,,,,,,,,,,,,,
Signal,Farmgate,7.1,17,,,,,,,,,,,,,,,
Signal,Garrison Cantonment,2.5,10,,,,,,,,,,,,,,,
Signal,Gulistan,14,34,,,,,,,,,,,,,,,
Signal,Jahangir Gate,5,12,,,,,,,,,,,,,,,
Signal,Motijheel,13.6,33,,,,,,,,,,,,,,,
Signal,Paltan,11.5,28,,,,,,,,,,,,,,,
Signal,Shahbag,9.5,23,,,,,,,,,,,,,,,
Signal,Workshop,3.8,10,,,,,,,,,,,,,,,
Sikder Medical College,Babubazar,6,15,,,,,,,,,,,,,,,
Sikder Medical College,Gabtoli,6,15,,,,,,,,,,,,,,,
Sikder Medical College,Hazaribag,1,10,,,,,,,,,,,,,,,
Sikder Medical College,Kamrangirchar Beribadh,4,10,,,,,,,,,,,,,,,
Sikder Medical College,Rayer Bazar,0.4,10,,,,,,,,,,,,,,,
Sikder Medical College,Showari Ghat,6,15,,,,,,,,,,,,,,,
Sobhanbag,Azimpur,3.81,10,,,,,,,,,,,,,,,
Sobhanbag,Bosila CNG Stand,4.21,10,,,,,,,,,,,,,,,
Sobhanbag,Chankhar Pul,6.2,15,,,,,,,,,,,,,,,
Sobhanbag,Gausia/Chandnichok,2.85,10,,,,,,,,,,,,,,,
Sobhanbag,Ghatar Char,6.04,15,,,,,,,,,,,,,,,
Sobhanbag,Kalabagan,0.93,10,,,,,,,,,,,,,,,
Sobhanbag,Mohammadpur Bosila Road,2.55,10,,,,,,,,,,,,,,,
Sobhanbag,Mohammadpur Bus Stand,2.32,10,,,,,,,,,,,,,,,
Sobhanbag,Paglabazar,17.17,42,,,,,,,,,,,,,,,
Sobhanbag,Postogola,11.52,28,,,,,,,,,,,,,,,
Sobhanbag,Science Lab,1.88,10,,,,,,,,,,,,,,,
Sobhanbag,Town Hall,1.88,10,,,,,,,,,,,,,,,
Sobhanbag,Washpur,5.09,12,,,,,,,,,,,,,,,
Sonargaon,Kalabagan,2.8,10,,,,,,,,,,,,,,,
Sonargaon,New Market,4.2,10,,,,,,,,,,,,,,,
Sonargaon,Polashi,7.7,19,,,,,,,,,,,,,,,
Sonargaon,Russel Square,1.7,10,,,,,,,,,,,,,,,
Sonargaon Mogra Para,Meghna Ghat,3.5,10,,,,,,,,,,,,,,,
Songsod Bhaban,Airport,13,32,,,,,,,,,,,,,,,
Songsod Bhaban,Bijoy Sarani,2,10,,,,,,,,,,,,,,,
Songsod Bhaban,Elevated Express Way,1,10,,,,,,,,,,,,,,,
Songsod Bhaban,Kawlar,13.5,33,,,,,,,,,,,,,,,
Songsod Bhaban,Khejur Bagan,0.5,10,,,,,,,,,,,,,,,
Songsod Bhaban,Rajlakshmi,16,39,,,,,,,,,,,,,,,
Songsod Bhaban,Tejgaon College,1,10,,,,,,,,,,,,,,,
Sony Cinema Hall,Badda,14,34,,,,,,,,,,,,,,,
Sony Cinema Hall,Jatrabari,23.5,58,,,,,,,,,,,,,,,
Sony Cinema Hall,Kalshi,4.8,12,,,,,,,,,,,,,,,
Sony Cinema Hall,Kuril,9.3,23,,,,,,,,,,,,,,,
Sony Cinema Hall,Malibagh Chowdhuripara,16.7,41,,,,,,,,,,,,,,,
Sony Cinema Hall,Md. Zillur Rahman Flyover,5.8,14,,,,,,,,,,,,,,,
Sony Cinema Hall,Mirpur 10,1.8,10,,,,,,,,,,,,,,,
Sony Cinema Hall,Mirpur 11,2.8,10,,,,,,,,,,,,,,,
Sony Cinema Hall,Mirpur 2,1.3,10,,,,,,,,,,,,,,,
Sony Cinema Hall,Mugda,20.7,51,,,,,,,,,,,,,,,
Sony Cinema Hall,Notun Bazar,11.8,29,,,,,,,,,,,,,,,
Sony Cinema Hall,Purobi,3.3,10,,,,,,,,,,,,,,,
Sony Cinema Hall,Rampura,15.9,39,,,,,,,,,,,,,,,
Sony Cinema Hall,Sayedabad,22.5,55,,,,,,,,,,,,,,,
South Banasree,Banasree,,10,,,,,,,,,,,,,,,
South Banasree,Bata Signal,,10,,,,,,,,,,,,,,,
South Banasree,City College,,10,,,,,,,,,,,,,,,
South Banasree,Dhanmondi 15,,10,,,,,,,,,,,,,,,
South Banasree,Hazipara,,10,,,,,,,,,,,,,,,
South Banasree,Jigatola,,10,,,,,,,,,,,,,,,
South Banasree,Kakrail,,10,,,,,,,,,,,,,,,
South Banasree,Malibagh,,10,,,,,,,,,,,,,,,
South Banasree,Malibagh Railgate,,10,,,,,,,,,,,,,,,
South Banasree,Matsya Bhaban,,10,,,,,,,,,,,,,,,
South Banasree,Mohammadpur,,10,,,,,,,,,,,,,,,
South Banasree,Mouchak,,10,,,,,,,,,,,,,,,
South Banasree,Rampura Bazar,,10,,,,,,,,,,,,,,,
South Banasree,Rampura Bridge,,10,,,,,,,,,,,,,,,
South Banasree,Science Lab,,10,,,,,,,,,,,,,,,
South Banasree,Shahbag,,10,,,,,,,,,,,,,,,
South Banasree,Shankar,,10,,,,,,,,,,,,,,,
South Banasree,Shantinagar,,10,,,,,,,,,,,,,,,
South Banasree,Star Kabab,,10,,,,,,,,,,,,,,,
Sreepur,Bormi,6.9,17,,,,,,,,,,,,,,,
Stadium,Bangla Motor,5.4,13,,,,,,,,,,,,,,,
Stadium,Farmgate,4.8,12,,,,,,,,,,,,,,,
Stadium,Gulshan 1,11.7,29,,,,,,,,,,,,,,,
Stadium,Gulshan 2,13.3,33,,,,,,,,,,,,,,,
Stadium,Ittefaq Moor,3.1,10,,,,,,,,,,,,,,,
Stadium,Kakrail,2.2,10,,,,,,,,,,,,,,,
Stadium,Malibagh,3.1,10,,,,,,,,,,,,,,,
Stadium,Mogbazar,4.4,11,,,,,,,,,,,,,,,
Stadium,Mohakhali,9.8,24,,,,,,,,,,,,,,,
Stadium,Notre Dame College,3.5,10,,,,,,,,,,,,,,,
Stadium,Notun Bazar,13.9,34,,,,,,,,,,,,,,,
Stadium,Paltan,0.3,10,,,,,,,,,,,,,,,
Stadium,Sayedabad,4.2,10,,,,,,,,,,,,,,,
Staff Quarter,Kanchpur Bridge,6.5,16,,,,,,,,,,,,,,,
Staff Quarter,Madanpur,10,25,,,,,,,,,,,,,,,
Staff Quarter,Sultana Kamal Bridge,2,10,,,,,,,,,,,,,,,
Staff Quarter,Tarabo,4,10,,,,,,,,,,,,,,,
Staff Road,Babubazar Bridge,13.8,34,,,,,,,,,,,,,,,
Staff Road,Farmgate,6.7,16,,,,,,,,,,,,,,,
Staff Road,Kakoli,2,10,,,,,,,,,,,,,,,
Staff Road,Keraniganj New Jail,21.1,52,,,,,,,,,,,,,,,
Staff Road,Mohakhali,3.8,10,,,,,,,,,,,,,,,
Staff Road,Fulbaria,12.4,30,,,,,,,,,,,,,,,
Staff Road,Press Club,10.9,27,,,,,,,,,,,,,,,
Staff Road,Shahbag,9.1,22,,,,,,,,,,,,,,,
Star Kabab,Arambagh,6.2,15,,,,,,,,,,,,,,,
Star Kabab,Azimpur,,10,,,,,,,,,,,,,,,
Star Kabab,Baitul Mukarram,,10,,,,,,,,,,,,,,,
